tournament_id,round_num,match_id,player1_id,player1_strategy,player2_id,player2_strategy,winner_id,player1_score,player2_score,draw
68,2,R2_M2,P02,Pattern,P04,Random,P04,2,3,False
68,3,R3_M1,P01,Frequency,P04,Pattern,DRAW,2,2,True
68,3,R3_M2,P02,Pattern,P03,Frequency,DRAW,2,2,True
69,1,R1_M1,P01,Frequency,P02,Pattern,P02,1,3,False
69,1,R1_M2,P03,Random,P04,Random,P03,3,1,False
69,2,R2_M1,P01,Pattern,P03,Pattern,P03,1,3,False
69,2,R2_M2,P02,Pattern,P04,Random,DRAW,2,2,True
69,3,R3_M1,P01,Random,P04,Pattern,P04,2,3,False
69,3,R3_M2,P02,Frequency,P03,Pattern,DRAW,2,2,True
70,1,R1_M1,P01,Pattern,P02,Random,P01,3,1,False
70,1,R1_M2,P03,Pattern,P04,Random,P04,1,3,False
70,2,R2_M1,P01,Frequency,P03,Pattern,P01,3,2,False
70,2,R2_M2,P02,Frequency,P04,Pattern,P04,1,3,False
70,3,R3_M1,P01,Frequency,P04,Random,P04,1,3,False
70,3,R3_M2,P02,Pattern,P03,Pattern,P02,3,2,False
71,1,R1_M1,P01,Frequency,P02,Random,P02,1,3,False
71,1,R1_M2,P03,Frequency,P04,Frequency,P04,1,3,False
71,2,R2_M1,P01,Random,P03,Frequency,P03,2,3,False
71,2,R2_M2,P02,Frequency,P04,Pattern,P02,3,2,False
71,3,R3_M1,P01,Frequency,P04,Pattern,P01,3,2,False
71,3,R3_M2,P02,Random,P03,Frequency,P02,3,1,False
72,1,R1_M1,P01,Random,P02,Pattern,P02,1,3,False
72,1,R1_M2,P03,Pattern,P04,Pattern,DRAW,2,2,True
72,2,R2_M1,P01,Frequency,P03,Pattern,DRAW,2,2,True
72,2,R2_M2,P02,Pattern,P04,Frequency,P04,1,3,False
72,3,R3_M1,P01,Frequency,P04,Frequency,P01,3,1,False
72,3,R3_M2,P02,Pattern,P03,Pattern,P03,2,3,False
73,1,R1_M1,P01,Frequency,P02,Frequency,DRAW,2,2,True
73,1,R1_M2,P03,Random,P04,Random,P03,3,2,False
73,2,R2_M1,P01,Frequency,P03,Frequency,P03,1,3,False
73,2,R2_M2,P02,Random,P04,Frequency,P02,3,1,False
73,3,R3_M1,P01,Pattern,P04,Pattern,P04,1,3,False
73,3,R3_M2,P02,Pattern,P03,Frequency,P02,3,2,False
74,1,R1_M1,P01,Frequency,P02,Random,P01,3,2,False
74,1,R1_M2,P03,Frequency,P04,Frequency,P03,3,2,False
74,2,R2_M1,P01,Random,P03,Frequency,P01,3,1,False
74,2,R2_M2,P02,Random,P04,Frequency,P02,3,2,False
74,3,R3_M1,P01,Frequency,P04,Frequency,DRAW,2,2,True
74,3,R3_M2,P02,Frequency,P03,Pattern,DRAW,2,2,True
75,1,R1_M1,P01,Pattern,P02,Frequency,P02,1,3,False
75,1,R1_M2,P03,Pattern,P04,Random,P03,3,2,False
75,2,R2_M1,P01,Pattern,P03,Random,DRAW,2,2,True
75,2,R2_M2,P02,Random,P04,Random,DRAW,2,2,True
75,3,R3_M1,P01,Pattern,P04,Frequency,P01,3,1,False
75,3,R3_M2,P02,Frequency,P03,Pattern,DRAW,2,2,True
76,1,R1_M1,P01,Random,P02,Pattern,P01,3,2,False
76,1,R1_M2,P03,Frequency,P04,Pattern,P04,1,3,False
76,2,R2_M1,P01,Pattern,P03,Frequency,DRAW,2,2,True
76,2,R2_M2,P02,Frequency,P04,Random,P04,1,3,False
76,3,R3_M1,P01,Random,P04,Frequency,DRAW,2,2,True
76,3,R3_M2,P02,Random,P03,Frequency,P03,1,3,False
77,1,R1_M1,P01,Pattern,P02,Random,DRAW,2,2,True
77,1,R1_M2,P03,Frequency,P04,Pattern,DRAW,2,2,True
77,2,R2_M1,P01,Pattern,P03,Frequency,P01,3,2,False
77,2,R2_M2,P02,Frequency,P04,Pattern,P02,3,1,False
77,3,R3_M1,P01,Pattern,P04,Frequency,P04,2,3,False
77,3,R3_M2,P02,Frequency,P03,Pattern,P02,3,2,False
78,1,R1_M1,P01,Pattern,P02,Frequency,P02,2,3,False
78,1,R1_M2,P03,Frequency,P04,Pattern,DRAW,2,2,True
78,2,R2_M1,P01,Frequency,P03,Frequency,P01,3,2,False
78,2,R2_M2,P02,Frequency,P04,Frequency,P02,3,2,False
78,3,R3_M1,P01,Random,P04,Random,P01,3,1,False
78,3,R3_M2,P02,Pattern,P03,Random,DRAW,2,2,True
79,1,R1_M1,P01,Frequency,P02,Random,DRAW,2,2,True
79,1,R1_M2,P03,Pattern,P04,Pattern,P04,1,3,False
79,2,R2_M1,P01,Pattern,P03,Random,P01,3,2,False
79,2,R2_M2,P02,Random,P04,Random,DRAW,2,2,True
79,3,R3_M1,P01,Pattern,P04,Frequency,P04,1,3,False
79,3,R3_M2,P02,Frequency,P03,Pattern,DRAW,2,2,True
80,1,R1_M1,P01,Pattern,P02,Pattern,P02,2,3,False
80,1,R1_M2,P03,Pattern,P04,Frequency,DRAW,2,2,True
80,2,R2_M1,P01,Random,P03,Random,P01,3,1,False
80,2,R2_M2,P02,Frequency,P04,Random,P02,3,2,False
80,3,R3_M1,P01,Frequency,P04,Random,P01,3,2,False
80,3,R3_M2,P02,Frequency,P03,Random,P02,3,1,False
81,1,R1_M1,P01,Pattern,P02,Pattern,P01,3,1,False
81,1,R1_M2,P03,Random,P04,Frequency,P04,2,3,False
81,2,R2_M1,P01,Random,P03,Random,DRAW,2,2,True
81,2,R2_M2,P02,Pattern,P04,Frequency,P04,2,3,False
81,3,R3_M1,P01,Pattern,P04,Random,P04,1,3,False
81,3,R3_M2,P02,Pattern,P03,Frequency,DRAW,2,2,True
82,1,R1_M1,P01,Random,P02,Random,P01,3,2,False
82,1,R1_M2,P03,Pattern,P04,Frequency,P04,1,3,False
82,2,R2_M1,P01,Frequency,P03,Frequency,DRAW,2,2,True
82,2,R2_M2,P02,Frequency,P04,Frequency,P04,2,3,False
82,3,R3_M1,P01,Random,P04,Random,P01,3,2,False
82,3,R3_M2,P02,Frequency,P03,Frequency,P03,2,3,False
83,1,R1_M1,P01,Random,P02,Random,DRAW,2,2,True
83,1,R1_M2,P03,Frequency,P04,Frequency,P04,2,3,False
83,2,R2_M1,P01,Random,P03,Pattern,P03,1,3,False
83,2,R2_M2,P02,Pattern,P04,Pattern,P04,2,3,False
83,3,R3_M1,P01,Random,P04,Random,P04,2,3,False
83,3,R3_M2,P02,Random,P03,Pattern,P02,3,2,False
84,1,R1_M1,P01,Frequency,P02,Random,P01,3,2,False
84,1,R1_M2,P03,Random,P04,Random,DRAW,2,2,True
84,2,R2_M1,P01,Pattern,P03,Frequency,P01,3,2,False
84,2,R2_M2,P02,Pattern,P04,Pattern,P04,1,3,False
84,3,R3_M1,P01,Pattern,P04,Random,P01,3,2,False
84,3,R3_M2,P02,Pattern,P03,Frequency,DRAW,2,2,True
85,1,R1_M1,P01,Frequency,P02,Frequency,P02,2,3,False
85,1,R1_M2,P03,Frequency,P04,Pattern,P04,2,3,False
85,2,R2_M1,P01,Frequency,P03,Frequency,P01,3,2,False
85,2,R2_M2,P02,Pattern,P04,Pattern,P04,2,3,False
85,3,R3_M1,P01,Random,P04,Pattern,P01,3,2,False
85,3,R3_M2,P02,Pattern,P03,Random,DRAW,2,2,True
86,1,R1_M1,P01,Random,P02,Pattern,P02,2,3,False
86,1,R1_M2,P03,Random,P04,Frequency,DRAW,2,2,True
86,2,R2_M1,P01,Pattern,P03,Random,P01,3,1,False
86,2,R2_M2,P02,Random,P04,Random,DRAW,2,2,True
86,3,R3_M1,P01,Random,P04,Pattern,DRAW,2,2,True
86,3,R3_M2,P02,Random,P03,Random,P03,2,3,False
87,1,R1_M1,P01,Random,P02,Frequency,DRAW,2,2,True
87,1,R1_M2,P03,Frequency,P04,Pattern,DRAW,2,2,True
87,2,R2_M1,P01,Pattern,P03,Frequency,DRAW,2,2,True
87,2,R2_M2,P02,Frequency,P04,Random,P02,3,1,False
87,3,R3_M1,P01,Random,P04,Frequency,P01,3,2,False
87,3,R3_M2,P02,Pattern,P03,Frequency,P02,3,1,False
88,1,R1_M1,P01,Pattern,P02,Frequency,P01,3,1,False
88,1,R1_M2,P03,Random,P04,Pattern,DRAW,2,2,True
88,2,R2_M1,P01,Random,P03,Frequency,P03,2,3,False
88,2,R2_M2,P02,Pattern,P04,Pattern,P04,1,3,False
88,3,R3_M1,P01,Pattern,P04,Random,DRAW,2,2,True
88,3,R3_M2,P02,Frequency,P03,Random,P02,3,2,False
89,1,R1_M1,P01,Pattern,P02,Random,P02,2,3,False
89,1,R1_M2,P03,Pattern,P04,Random,P04,1,3,False
89,2,R2_M1,P01,Frequency,P03,Random,DRAW,2,2,True
89,2,R2_M2,P02,Random,P04,Random,P02,3,2,False
89,3,R3_M1,P01,Random,P04,Frequency,P04,2,3,False
89,3,R3_M2,P02,Pattern,P03,Pattern,DRAW,2,2,True
90,1,R1_M1,P01,Pattern,P02,Frequency,P02,1,3,False
90,1,R1_M2,P03,Frequency,P04,Random,P03,3,1,False
90,2,R2_M1,P01,Frequency,P03,Pattern,DRAW,2,2,True
90,2,R2_M2,P02,Frequency,P04,Pattern,P02,3,2,False
90,3,R3_M1,P01,Frequency,P04,Frequency,DRAW,2,2,True
90,3,R3_M2,P02,Pattern,P03,Pattern,P03,1,3,False
91,1,R1_M1,P01,Frequency,P02,Frequency,P02,2,3,False
91,1,R1_M2,P03,Random,P04,Pattern,DRAW,2,2,True
91,2,R2_M1,P01,Random,P03,Frequency,P03,1,3,False
91,2,R2_M2,P02,Pattern,P04,Frequency,DRAW,2,2,True
91,3,R3_M1,P01,Pattern,P04,Frequency,P04,2,3,False
91,3,R3_M2,P02,Random,P03,Random,P02,3,1,False
92,1,R1_M1,P01,Random,P02,Pattern,P01,3,1,False
92,1,R1_M2,P03,Pattern,P04,Pattern,P04,1,3,False
92,2,R2_M1,P01,Random,P03,Pattern,DRAW,2,2,True
92,2,R2_M2,P02,Frequency,P04,Pattern,P04,1,3,False
92,3,R3_M1,P01,Random,P04,Random,DRAW,2,2,True
92,3,R3_M2,P02,Frequency,P03,Pattern,P03,2,3,False
93,1,R1_M1,P01,Pattern,P02,Frequency,DRAW,2,2,True
93,1,R1_M2,P03,Frequency,P04,Random,P03,3,2,False
93,2,R2_M1,P01,Pattern,P03,Frequency,P03,1,3,False
93,2,R2_M2,P02,Pattern,P04,Frequency,DRAW,2,2,True
93,3,R3_M1,P01,Random,P04,Frequency,DRAW,2,2,True
93,3,R3_M2,P02,Frequency,P03,Frequency,DRAW,2,2,True
94,1,R1_M1,P01,Frequency,P02,Frequency,DRAW,2,2,True
94,1,R1_M2,P03,Pattern,P04,Random,P03,3,2,False
94,2,R2_M1,P01,Random,P03,Frequency,DRAW,2,2,True
94,2,R2_M2,P02,Frequency,P04,Pattern,P02,3,1,False
94,3,R3_M1,P01,Frequency,P04,Frequency,P01,3,1,False
94,3,R3_M2,P02,Pattern,P03,Frequency,P02,3,2,False
95,1,R1_M1,P01,Pattern,P02,Random,P01,3,2,False
95,1,R1_M2,P03,Frequency,P04,Random,DRAW,2,2,True
95,2,R2_M1,P01,Frequency,P03,Frequency,DRAW,2,2,True
95,2,R2_M2,P02,Frequency,P04,Random,P04,2,3,False
95,3,R3_M1,P01,Frequency,P04,Pattern,DRAW,2,2,True
95,3,R3_M2,P02,Random,P03,Pattern,P02,3,1,False
96,1,R1_M1,P01,Pattern,P02,Frequency,P01,3,2,False
96,1,R1_M2,P03,Frequency,P04,Random,P04,2,3,False
96,2,R2_M1,P01,Random,P03,Pattern,DRAW,2,2,True
96,2,R2_M2,P02,Frequency,P04,Pattern,P04,2,3,False
96,3,R3_M1,P01,Frequency,P04,Pattern,DRAW,2,2,True
96,3,R3_M2,P02,Frequency,P03,Random,P02,3,1,False
97,1,R1_M1,P01,Random,P02,Frequency,P02,1,3,False
97,1,R1_M2,P03,Pattern,P04,Random,P04,2,3,False
97,2,R2_M1,P01,Frequency,P03,Frequency,DRAW,2,2,True
97,2,R2_M2,P02,Pattern,P04,Frequency,DRAW,2,2,True
97,3,R3_M1,P01,Random,P04,Random,P04,1,3,False
97,3,R3_M2,P02,Pattern,P03,Pattern,DRAW,2,2,True
98,1,R1_M1,P01,Random,P02,Pattern,DRAW,2,2,True
98,1,R1_M2,P03,Random,P04,Frequency,DRAW,2,2,True
98,2,R2_M1,P01,Pattern,P03,Random,P01,3,1,False
98,2,R2_M2,P02,Pattern,P04,Frequency,P04,1,3,False
98,3,R3_M1,P01,Random,P04,Random,P01,3,1,False
98,3,R3_M2,P02,Random,P03,Frequency,P03,1,3,False
99,1,R1_M1,P01,Random,P02,Pattern,P01,3,2,False
99,1,R1_M2,P03,Random,P04,Frequency,DRAW,2,2,True
99,2,R2_M1,P01,Pattern,P03,Frequency,P01,3,2,False
99,2,R2_M2,P02,Pattern,P04,Pattern,DRAW,2,2,True
99,3,R3_M1,P01,Frequency,P04,Frequency,P04,1,3,False
99,3,R3_M2,P02,Frequency,P03,Frequency,P03,1,3,False
100,1,R1_M1,P01,Random,P02,Frequency,DRAW,2,2,True
100,1,R1_M2,P03,Pattern,P04,Random,DRAW,2,2,True
100,2,R2_M1,P01,Frequency,P03,Random,P03,1,3,False
100,2,R2_M2,P02,Pattern,P04,Pattern,DRAW,2,2,True
100,3,R3_M1,P01,Pattern,P04,Random,P04,1,3,False
100,3,R3_M2,P02,Random,P03,Frequency,DRAW,2,2,True
